Month,Posting Date,Category,CustomerName,,Ship-to Code,BILL TO STATE,Item/Service Description,Qty,Basic Value
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,EM06-TYPE-C-BL,-1,-295.8
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW20 BK,-1,-761.86
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW09 AIR BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA20-KONCERT-BK,-1,"-1,524.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW100 XTREME BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,EM01 TYPE C BK,-1,-465.3
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,BTW12 KHROME BK,-1,"-1,007.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,BTW12-KHROME-PL,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,ATOMIK BB50 BK,-1,"-4,660.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,SBW550 BK,-1,"-8,465.25"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,SBA20F BK,-1,"-1,185.59"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,TS120 BK,-1,"-8,050.00"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA15 Bk,-1,-931.36
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Delhi,SBA15-GM,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM06-TYPE-C-BL,-1,-380.51
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,BTW100 XTREME BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,ATOMIK BB20 BK,-1,"-1,609.30"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Kerala,BE100 BK RCT,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,EM01 TYPE C BK,-1,-465.3
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Telangana,BTW100 KHROME BK,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA20-PRO-BK,-1,"-1,439.80"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Maharashtra,ATOMIK BB20 BK,-1,"-1,672.88"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW09 AIR BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,SBWL10 BK,-1,"-7,287.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,EM05 BK,-1,-168.64
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,ATOMIK BB20 BK,-1,"-1,609.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BT03-RGB,-1,-634.75
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW07 ANC BK,-1,"-2,160.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,SBA15-GM,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,APPARIO RETAIL PRIVATE LIMITED (B2B),,Delhi,Delhi,SBA15-GM,-65,"-56,093.05"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Telangana,BTW09 BK,-1,"-3,285.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Rajasthan,BH31 BK,-1,"-1,150.47"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Delhi,PS30 BK,-1,"-2,541.50"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,SBA01-KRISP-DOLBY-BK,-1,"-6,778.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,BTW300 BK,-1,"-1,270.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,BTW300 BK,-1,"-1,270.34"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Punjab,BTW07 ANC BK,-1,"-2,160.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Uttar Pradesh,ATOMIK BB20 BK,-1,"-1,672.90"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,BTW300 BK RCT,-1,"-1,270.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,BTW300 BK,-1,"-1,270.30"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,BTW300 BL,-1,"-1,230.97"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW20 GR,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,BTW12 KHROME BK,-1,"-1,007.63"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA15 Bk,-1,-804.24
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Maharashtra,SBA20-KONCERT-BK,-1,"-1,408.09"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,SBA20 BK,-1,"-1,185.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Rajasthan,SBA10 GOLD,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,SBA20-PRO-BK,-1,"-1,439.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,BTW300 BL,-1,"-1,270.34"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW100 XTREME BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Manipur,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,BTW12 KHROME BK,-1,"-1,007.63"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttarakhand,ATOMIK BB20 RB,-1,"-1,609.32"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Nagaland,SBA20 BK,-1,"-1,185.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW09 AIR BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW12 KHROME BK,-1,"-1,007.63"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Karnataka,BTW20 GR,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW09 AIR BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,EM01 TYPE C BK,-1,-465.25
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttarakhand,BTW100 XTREME WH,-1,"-1,100.85"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA15 Bk,-1,-931.36
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,TS120 BK,-1,"-8,050.00"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,SBW550 BK,-1,"-8,465.25"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,BH31 BK,-1,"-1,185.59"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BE100-XTREME-BK,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW100 XTREME WH,-1,"-1,100.85"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,SBW550 BK,-1,"-8,465.25"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Delhi,SBA15 BK,-1,-829.7
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,BH31 BK,-1,"-1,185.60"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Kerala,BTW20 BK,-1,-787.3
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,ATOMIK BB20 BK,-1,"-1,609.32"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,SBA15 BK,-1,-829.7
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,EM01 TYPE C BK,-1,-465.3
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttar Pradesh,ATOMIK BB50 BK,-1,"-4,639.00"
May-2024,06/05/2024,Customer Sale,XPRESSBEES (COD),,,Maharashtra,ATOMIK BB50 BK,-1,"-4,787.29"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,BTW12-KHROME-PL,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA20-KONCERT-BK,-1,"-1,524.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Delhi,SBW550 BK,-1,"-8,719.50"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,BH31 BK,-1,"-1,185.59"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA10 GOLD,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,EM06-TYPE-C-BL,-1,-295.8
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA10 GOLD,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Chandigarh,BTW100 XTREME WH,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,SBA15-GM,-1,-761.86
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,BTW100 XTREME BK,-1,"-1,100.85"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Himachal Pradesh,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,West Bengal,BE60XL BK,-1,"-1,270.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,SBA10 GOLD,-1,-846.6
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Punjab,SBA15 BK,-1,-829.7
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Rajasthan,BTW20 BK,-1,-804.24
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,BTW09 AIR BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,BTW09-AIR-BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,SBA15 BK,-1,-804.24
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,SBA20 BK,-1,"-1,185.59"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Haryana,SBA15 BK,-1,-829.7
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW100 XTREME WH,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Chattisgarh,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,ATOMIK BB50 BK,-1,"-4,660.17"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW12 KHROME BK,-1,"-1,007.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,EM06-TYPE-C-BL,-1,-295.8
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA10 GOLD,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,BTW12 KHROME WH,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Punjab,BTW100 XTREME BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Haryana,SBA15-GM,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,BTW12-KHROME-BL,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,BTW100 XTREME WH,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,SBA20-PRO-BK,-1,"-1,439.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Nagaland,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,CRED-B2C SALE,,,Uttar Pradesh,BT03 BK,-1,-592.4
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,BTW12 KHROME BK,-1,"-1,007.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,BTW12 KHROME BK,-1,"-1,007.60"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Karnataka,SBW100 BK RCT,-1,"-4,215.30"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Delhi,SBA20 BK,-2,"-2,201.60"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,SBA10 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Maharashtra,SBA10 GOLD,-1,-973.73
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,BTW100-XTREME-BL,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW09 AIR BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW100 KHROME BL,-1,"-1,041.50"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,BH31 BK,-1,"-1,185.59"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BE200 BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,EM05 BK,-1,-168.64
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BTW09 AIR BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Telangana,BTW07 ANC BK,-1,"-2,160.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,EM01 TYPE C BK,-1,-490.68
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW300 BK,-1,"-1,270.34"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW300 BL,-1,"-1,270.34"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,EM05 BK,-1,-168.64
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BTW09 AIR BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,BTW09 AIR BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA10 GOLD,-1,-846.61
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Haryana,BTW100-XTREME-BL,-1,"-1,071.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,BTW12 KHROME BK,-1,"-1,007.63"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBW550 BK,-1,"-8,465.30"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Tamil Nadu,BTW20 BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA20 BK,-1,"-1,143.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,SBW550 BK,-1,"-8,465.25"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,BTW12-KHROME-BL,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,BTW100 XTREME BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Delhi,BE100 BK,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Uttar Pradesh,SBA15 BK,-1,-829.7
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Delhi,ATOMIK BB20 BK,-1,"-1,672.90"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Telangana,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Madhya Pradesh,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,CRED-B2C SALE,,,Haryana,SBA20 BK,-1,"-1,016.10"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,BE100-XTREME-BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,ATOMIK BB20 BL,-1,"-1,609.32"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Rajasthan,SBW100 BK RCT,-1,"-4,278.81"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Gujarat,ATOMIK BB20 BK,-1,"-1,609.32"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Karnataka,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,BE100-XTREME-BK,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,ATOMIK BB20 BK,-1,"-1,609.32"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,SBA20-Pro-BK,-1,"-1,439.83"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,BT03-RGB,-1,-634.75
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,BTW100 XTREME WH,-1,"-1,100.85"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Delhi,ATOMIK BB20 RB,-1,"-1,672.90"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,BTW100 XTREME WH,-1,"-1,100.80"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,BTW09-AIR-BL,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Uttar Pradesh,EM06-TYPE-C-BL,-1,-295.8
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Delhi,PS150-BK,-1,"-16,093.20"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,West Bengal,EM05 BK,-1,-168.64
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Delhi,ATOMIK-PS30-PRO,-1,"-2,499.20"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Karnataka,SBW100 BK RCT,-1,"-4,215.25"
May-2024,06/05/2024,Customer Sale,CUSTOMER REPLACEMENT,,,Kerala,BTW20 BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,BTW100 XTREME WH,-1,"-1,100.85"
May-2024,06/05/2024,Customer Sale,DELHIVERY-COD,,,Karnataka,SBW100 BK RCT,-1,"-4,278.81"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,EM01 BK,-1,-422.88
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Haryana,EM06-TYPE-C-BL,-1,-295.8
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,BTW300 BK,-1,"-1,270.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,BTW300 BL,-1,"-1,270.34"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Tamil Nadu,SBA15 BK,-1,-846.61
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Delhi,SBA20 BK,-1,"-1,029.70"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Assam,BTW100 XTREME WH,-1,"-1,100.85"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Kerala,ATOMIK BB20 BK,-1,"-1,609.30"
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Andhra Pradesh,SBA15 BK,-1,-804.2
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Odisha,SBA15 BK,-1,-846.6
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Maharashtra,SBA01 BK,-1,"-4,405.90"
May-2024,06/05/2024,Customer Sale,Simpl (BIL Sigma Technologies Pvt Ltd),,,Punjab,SBA15 BK,-1,-829.7
May-2024,06/05/2024,Customer Sale,FLIPKART MARKETPLACE (DELHI),,,Bihar,BTW09-AIR-BL,-1,-846.61
